Player,Bat1,Bat2,Runs,BF,SR,4s,6s,,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
KS Williamson,8,27,35,58,60.34,6,0,,Indore,8-Oct-16,78.6,83.9,7.8,"Rain, Partially cloudy",Test,India
KS Williamson,3,-,3,9,33.33,0,0,,Dharamsala,16-Oct-16,77.5,71.2,5.8,Clear,ODI,India
KS Williamson,118,-,118,128,92.18,14,1,,Delhi,20-Oct-16,79.8,49.5,12.1,Clear,ODI,India
KS Williamson,22,-,22,27,81.48,3,0,,Mohali,23-Oct-16,73.7,42.9,14.8,Clear,ODI,India
KS Williamson,41,-,41,59,69.49,4,0,,Ranchi,26-Oct-16,71.6,59.4,7.4,Clear,ODI,India
KS Williamson,27,-,27,40,67.5,4,0,,Visakhapatnam,29-Oct-16,83.5,77.2,11.4,Partially cloudy,ODI,India
KS Williamson,4,61,65,92,70.65,4,1,,Christchurch,17-Nov-16,50.7,83.7,32.2,"Rain, Partially cloudy",Test,Pakistan
KS Williamson,13,42,55,130,42.3,9,0,,Hamilton,25-Nov-16,41.4,91.1,10.1,"Rain, Partially cloudy",Test,Pakistan
KS Williamson,9,-,9,16,56.25,2,0,,Sydney,4-Dec-16,73.8,69,19,Partially cloudy,ODI,Australia
KS Williamson,81,-,81,80,101.25,5,2,,Canberra,6-Dec-16,66.3,78.8,16.5,"Rain, Overcast",ODI,Australia
KS Williamson,13,-,13,12,108.33,2,0,,Melbourne,9-Dec-16,56.2,64.9,12.8,"Rain, Partially cloudy",ODI,Australia
KS Williamson,31,-,31,36,86.11,5,0,,Christchurch,26-Dec-16,57.8,79.9,17.2,Partially cloudy,ODI,Bangladesh
KS Williamson,14,-,14,35,40,2,0,,Nelson,29-Dec-16,37.5,83.1,11.2,"Rain, Partially cloudy",ODI,Bangladesh
KS Williamson,95*,-,95,116,81.89,9,1,,Nelson,31-Dec-16,46.8,85.6,19.4,Partially cloudy,ODI,Bangladesh
KS Williamson,73*,-,73,55,132.72,5,2,,Napier,3-Jan-17,63.8,81.9,18.3,"Rain, Partially cloudy",T20I,Bangladesh
KS Williamson,12,-,12,13,92.3,2,0,,Mount Maunganui,6-Jan-17,59.6,67.2,16.1,Partially cloudy,T20I,Bangladesh
KS Williamson,60,-,60,57,105.26,6,1,,Mount Maunganui,8-Jan-17,61.4,62,24.2,Partially cloudy,T20I,Bangladesh
KS Williamson,53,104*,157,145,108.27,23,0,,Wellington,12-Jan-17,65.3,83,30.7,Partially cloudy,Test,Bangladesh
KS Williamson,2,DNB,2,2,100,0,0,,Christchurch,20-Jan-17,54,63.6,20.2,Partially cloudy,Test,Bangladesh
KS Williamson,24,-,24,34,70.58,2,0,,Auckland,30-Jan-17,66.6,73.3,17.1,Partially cloudy,ODI,Australia
KS Williamson,36,-,36,42,85.71,5,0,,Hamilton,5-Feb-17,30.4,75.7,10.4,"Snow, Rain, Partially cloudy",ODI,Australia
KS Williamson,13,-,13,13,100,2,0,,Auckland,17-Feb-17,67.2,92.6,14.1,"Rain, Partially cloudy",T20I,South Africa
KS Williamson,59,-,59,53,111.32,4,2,,Hamilton,19-Feb-17,44.7,74.8,11.5,Partially cloudy,ODI,South Africa
KS Williamson,69,-,69,75,92,6,0,,Christchurch,22-Feb-17,63.9,81.9,20.9,"Rain, Partially cloudy",ODI,South Africa
KS Williamson,23,-,23,40,57.5,0,1,,Wellington,25-Feb-17,64.4,72.6,24,Partially cloudy,ODI,South Africa
KS Williamson,21,-,21,24,87.5,3,0,,Hamilton,1-Mar-17,50.8,88.7,21.2,"Rain, Partially cloudy",ODI,South Africa
KS Williamson,9,-,9,16,56.25,1,0,,Auckland,4-Mar-17,69,74.7,17.2,Partially cloudy,ODI,South Africa
KS Williamson,130,-,130,241,53.94,18,0,,Dunedin,8-Mar-17,50.2,78.1,17.2,Clear,Test,South Africa
KS Williamson,2,1,3,16,18.75,0,0,,Wellington,16-Mar-17,56.9,80.6,9.2,Clear,Test,South Africa
KS Williamson,176,-,176,285,61.75,16,3,,Hamilton,25-Mar-17,37.7,95.7,11.9,"Snow, Rain, Overcast",Test,South Africa
KS Williamson,100,-,100,97,103.09,8,3,,Birmingham,2-Jun-17,61.7,84.9,9.9,"Rain, Partially cloudy",ODI,Australia
KS Williamson,87,-,87,98,88.77,8,0,,Cardiff,6-Jun-17,54.5,80.5,30.7,"Rain, Partially cloudy",ODI,England
KS Williamson,57,-,57,69,82.6,5,0,,Cardiff,9-Jun-17,57.3,85.5,18.9,"Rain, Partially cloudy",ODI,Bangladesh
KS Williamson,6,-,6,8,75,0,0,,Wankhede,22-Oct-17,N/A,N/A,N/A,N/A,ODI,India
KS Williamson,3,-,3,14,21.42,0,0,,Pune,25-Oct-17,71.9,69.1,9.6,Partially cloudy,ODI,India
KS Williamson,64,-,64,84,76.19,8,0,,Kanpur,29-Oct-17,77.8,63.5,6,Clear,ODI,India
KS Williamson,28,-,28,24,116.66,1,1,,Delhi,1-Nov-17,75.4,63.5,6.9,Clear,T20I,India
KS Williamson,12,-,12,9,133.33,2,0,,Rajkot,4-Nov-17,79.1,39.1,12.8,Clear,T20I,India
KS Williamson,8,-,8,10,80,0,0,,Thiruvananthapuram,7-Nov-17,79.2,89.7,9.2,"Rain, Partially cloudy",T20I,India
KS Williamson,1,-,1,10,10,0,0,,Wellington,1-Dec-17,66.9,72.4,20.6,Clear,Test,West Indies
KS Williamson,43,54,97,160,60.62,13,0,,Hamilton,9-Dec-17,29.5,66.1,14.4,Partially cloudy,Test,West Indies
KS Williamson,38,-,38,45,84.44,5,0,,Whangarei,20-Dec-17,67.4,70.9,29.1,"Rain, Partially cloudy",ODI,West Indies
KS Williamson,17*,-,17,15,113.33,1,0,,Mount Maunganui,1-Jan-18,66,77.7,9.2,"Rain, Overcast",T20I,West Indies
KS Williamson,19,-,19,8,237.5,2,1,,Mount Maunganui,3-Jan-18,66.7,88.6,11.4,"Rain, Partially cloudy",T20I,West Indies
KS Williamson,115,-,115,117,98.29,8,1,,Wellington,6-Jan-18,60.2,74.2,34.4,"Rain, Partially cloudy",ODI,Pakistan
KS Williamson,19,-,19,28,67.85,2,0,,Nelson,9-Jan-18,34.9,97.1,12.1,"Snow, Rain, Overcast",ODI,Pakistan
KS Williamson,73,-,73,101,72.27,7,0,,Dunedin,13-Jan-18,59.4,83.9,27.1,"Rain, Partially cloudy",ODI,Pakistan
KS Williamson,32,-,32,54,59.25,1,0,,Hamilton,16-Jan-18,20.2,89.9,8.2,"Snow, Partially cloudy",ODI,Pakistan
KS Williamson,22,-,22,36,61.11,0,0,,Wellington,19-Jan-18,68.6,84.6,15,"Rain, Partially cloudy",ODI,Pakistan
KS Williamson,0,-,0,1,0,0,0,,Auckland,25-Jan-18,73.3,81.3,13.9,Partially cloudy,T20I,Pakistan
KS Williamson,9,-,9,14,64.28,1,0,,Mount Maunganui,28-Jan-18,73,71.8,11.4,Rain,T20I,Pakistan
KS Williamson,8,-,8,21,38.09,0,0,,Sydney,3-Feb-18,68.6,70.8,19.4,"Rain, Partially cloudy",T20I,Australia
KS Williamson,72,-,72,46,156.52,4,4,,Wellington,13-Feb-18,71.8,71.1,24.2,Rain,T20I,England
KS Williamson,1,-,1,2,50,0,0,,Auckland,16-Feb-18,71.3,80.2,10.3,Clear,T20I,Australia
KS Williamson,8,-,8,13,61.53,0,0,,Hamilton,18-Feb-18,31.8,72.7,9.3,Partially cloudy,T20I,England
KS Williamson,9,-,9,9,100,1,0,,Auckland,21-Feb-18,69.3,75.4,20.8,"Rain, Partially cloudy",T20I,Australia
KS Williamson,8,-,8,23,34.78,1,0,,Hamilton,25-Feb-18,41.5,78.8,15.4,"Snow, Rain, Partially cloudy",ODI,England
KS Williamson,112*,-,112,143,78.32,6,2,,Wellington,3-Mar-18,70.9,70.5,13.9,"Rain, Partially cloudy",ODI,England
KS Williamson,45,-,45,48,93.75,3,1,,Dunedin,7-Mar-18,54.9,78,17.7,Partially cloudy,ODI,England
KS Williamson,14,-,14,25,56,1,0,,Christchurch,10-Mar-18,55.1,74.8,10.3,Partially cloudy,ODI,England
KS Williamson,102,-,102,220,46.36,11,1,,Auckland,22-Mar-18,65.6,80.4,12.8,"Rain, Partially cloudy",Test,England
KS Williamson,22,0,22,49,44.89,1,0,,Christchurch,30-Mar-18,55.8,84,16.1,Clear,Test,England
KS Williamson,11,-,11,16,68.75,0,0,,Abu Dhabi,31-Oct-18,81.8,49.7,12,Partially cloudy,T20I,Pakistan
KS Williamson,37,-,37,34,108.82,2,0,,Dubai (DSC),2-Nov-18,N/A,N/A,N/A,N/A,T20I,Pakistan
KS Williamson,60,-,60,38,157.89,8,2,,Dubai (DSC),4-Nov-18,N/A,N/A,N/A,N/A,T20I,Pakistan
KS Williamson,27,-,27,38,71.05,2,0,,Abu Dhabi,7-Nov-18,81.7,53.4,10.7,Clear,ODI,Pakistan
KS Williamson,1,-,1,3,33.33,0,0,,Abu Dhabi,9-Nov-18,81.3,60.3,10.3,Clear,ODI,Pakistan
KS Williamson,63,37,100,203,49.26,8,0,,Abu Dhabi,16-Nov-18,83.9,45.2,13,Partially cloudy,Test,Pakistan
KS Williamson,28*,30,58,78,74.35,6,0,,Dubai (DSC),24-Nov-18,N/A,N/A,N/A,N/A,Test,Pakistan
KS Williamson,89,139,228,459,49.67,20,0,,Abu Dhabi,3-Dec-18,75.3,69.9,9.6,Partially cloudy,Test,Pakistan
KS Williamson,91,-,91,93,97.84,10,0,,Wellington,15-Dec-18,62.9,86.4,13.9,Partially cloudy,Test,Sri Lanka
KS Williamson,2,48,50,93,53.76,5,0,,Christchurch,26-Dec-18,59.8,75.1,16.1,"Rain, Overcast",Test,Sri Lanka
KS Williamson,76,-,76,74,102.7,6,0,,Mount Maunganui,3-Jan-19,69.1,73.8,23,Partially cloudy,ODI,Sri Lanka
KS Williamson,1,-,1,9,11.11,0,0,,Mount Maunganui,5-Jan-19,68.3,71.8,15,Clear,ODI,Sri Lanka
KS Williamson,55,-,55,65,84.61,6,1,,Nelson,8-Jan-19,40.8,81.4,20.2,Partially cloudy,ODI,Sri Lanka
KS Williamson,64,-,64,81,79.01,7,0,,Napier,23-Jan-19,71.3,62,25.5,Clear,ODI,India
KS Williamson,20,-,20,11,181.81,1,2,,Mount Maunganui,26-Jan-19,65.2,66,12.8,Partially cloudy,ODI,India
KS Williamson,28,-,28,48,58.33,4,0,,Mount Maunganui,28-Jan-19,74.4,67.7,21.9,Clear,ODI,India
KS Williamson,11,-,11,18,61.11,2,0,,Hamilton,31-Jan-19,-2.3,67.2,12.9,Partially cloudy,ODI,India
KS Williamson,39,-,39,73,53.42,3,0,,Wellington,3-Feb-19,64,65.5,14.4,Clear,ODI,India
KS Williamson,34,-,34,22,154.54,0,3,,Wellington,6-Feb-19,60.9,71.8,23.3,"Rain, Partially cloudy",T20I,India
KS Williamson,20,-,20,17,117.64,3,0,,Auckland,8-Feb-19,66.8,64.9,12.2,Partially cloudy,T20I,India
KS Williamson,27,-,27,21,128.57,3,0,,Hamilton,10-Feb-19,21.2,75.7,6.1,"Snow, Partially cloudy",T20I,India
KS Williamson,11,-,11,22,50,1,0,,Napier,13-Feb-19,69.5,72.3,13.4,Clear,ODI,Bangladesh
KS Williamson,65*,-,65,86,75.58,3,0,,Christchurch,16-Feb-19,57.2,74.4,23.4,"Rain, Partially cloudy",ODI,Bangladesh
KS Williamson,200*,-,200,257,77.82,19,0,,Hamilton,28-Feb-19,13.2,81.1,4.7,"Snow, Partially cloudy",Test,Bangladesh
KS Williamson,74,-,74,105,70.47,11,1,,Wellington,8-Mar-19,60.6,89.6,32.2,"Rain, Overcast",Test,Bangladesh
KS Williamson,DNB,-,-,-,-,-,-,,Cardiff,1-Jun-19,61.3,79,10.6,Partially cloudy,ODI,Sri Lanka
KS Williamson,40,-,40,72,55.55,1,0,,The Oval,5-Jun-19,62.7,26.9,17.6,Partially cloudy,ODI,Bangladesh
KS Williamson,79*,-,79,99,79.79,9,0,,Taunton,8-Jun-19,53,79.3,18.8,"Rain, Partially cloudy",ODI,Afghanistan
KS Williamson,106*,-,106,138,76.81,9,1,,Birmingham,19-Jun-19,60.2,77.9,8.1,"Rain, Partially cloudy",ODI,South Africa
KS Williamson,148,-,148,154,96.1,14,1,,Manchester,22-Jun-19,58.2,68.6,9.9,Partially cloudy,ODI,West Indies
KS Williamson,41,-,41,69,59.42,4,0,,Birmingham,26-Jun-19,57.2,91.8,12.5,"Rain, Overcast",ODI,Pakistan
KS Williamson,40,-,40,51,78.43,2,1,,Lord's,29-Jun-19,49.4,76.2,31.6,Partially cloudy,ODI,Australia
KS Williamson,27,-,27,40,67.5,3,0,,Chester-le-Street,3-Jul-19,56.2,71.5,7.1,Partially cloudy,ODI,England
KS Williamson,67,-,67,95,70.52,6,0,,Manchester,9-Jul-19,59.3,90.2,6.4,"Rain, Partially cloudy",ODI,India
KS Williamson,30,-,30,53,56.6,2,0,,Lord's,14-Jul-19,43.3,64.4,25.9,"Rain, Partially cloudy",ODI,England
KS Williamson,0,4,4,28,14.28,0,0,,Galle,14-Aug-19,62.2,53.8,10.3,Rain,Test,Sri Lanka
KS Williamson,20,-,20,28,71.42,2,0,,Colombo (PSS),22-Aug-19,N/A,N/A,N/A,N/A,Test,Sri Lanka
KS Williamson,51,-,51,85,60,7,0,,Mount Maunganui,21-Nov-19,59.7,58.5,18.3,Partially cloudy,Test,England
KS Williamson,4,104*,108,254,42.51,11,0,,Hamilton,29-Nov-19,28.3,79.6,8.9,Partially cloudy,Test,England
KS Williamson,34,14,48,78,61.53,10,0,,Perth,12-Dec-19,84.3,31.2,24.2,Clear,Test,Australia
KS Williamson,9,0,9,23,39.13,0,0,,Melbourne,26-Dec-19,64.3,72.6,11.6,Partially cloudy,Test,Australia
KS Williamson,51,-,51,26,196.15,4,4,,Auckland,24-Jan-20,71.8,77.8,16.1,Partially cloudy,T20I,India
KS Williamson,14,-,14,20,70,0,0,,Auckland,26-Jan-20,70.3,77.7,19.7,Partially cloudy,T20I,India
KS Williamson,95,-,95,48,197.91,8,6,,Hamilton,29-Jan-20,25.5,78,8.5,Partially cloudy,T20I,India
KS Williamson,22,-,22,31,70.96,2,0,,Mount Maunganui,11-Feb-20,67.9,61.4,11.4,Clear,ODI,India
KS Williamson,89,DNB,89,153,58.16,11,0,,Wellington,21-Feb-20,67.7,82.8,27.7,"Rain, Partially cloudy",Test,India
KS Williamson,3,5,8,16,50,1,0,,Christchurch,29-Feb-20,62.1,62.1,25.4,"Rain, Partially cloudy",Test,India
KS Williamson,19,-,19,26,73.07,2,0,,Sydney,13-Mar-20,69.5,65.2,18.1,Clear,ODI,Australia
KS Williamson,251,-,251,412,60.92,34,2,,Hamilton,3-Dec-20,38.1,60.7,11.8,Partially cloudy,Test,West Indies
KS Williamson,57*,-,57,42,135.71,8,1,,Hamilton,20-Dec-20,37.9,87.7,8.3,"Snow, Rain, Partially cloudy",T20I,Pakistan
KS Williamson,1,-,1,4,25,0,0,,Napier,22-Dec-20,68.9,74.1,20.8,"Rain, Partially cloudy",T20I,Pakistan
KS Williamson,129,21,150,330,45.45,14,1,,Mount Maunganui,26-Dec-20,65.3,59.5,18.3,Clear,Test,Pakistan
KS Williamson,238,-,238,364,65.38,28,0,,Christchurch,3-Jan-21,64.5,70.9,12.8,"Rain, Partially cloudy",Test,Pakistan
KS Williamson,12,-,12,13,92.3,2,0,,Christchurch,22-Feb-21,63.2,81.1,15,Partially cloudy,T20I,Australia
KS Williamson,53,-,53,35,151.42,2,3,,Dunedin,25-Feb-21,55.7,75.5,12.8,Clear,T20I,Australia
KS Williamson,9,-,9,6,150,0,1,,Wellington,3-Mar-21,67.8,76.6,25.3,Partially cloudy,T20I,Australia
KS Williamson,8,-,8,12,66.66,0,0,,Wellington,5-Mar-21,64.2,62.3,24.1,Clear,T20I,Australia
KS Williamson,0,-,0,1,0,0,0,,Wellington,7-Mar-21,63,65.2,19.7,"Rain, Partially cloudy",T20I,Australia
KS Williamson,13,1,14,52,26.92,2,0,,Lord's,2-Jun-21,49.5,77.4,8.4,Partially cloudy,Test,England
KS Williamson,49,52*,101,266,37.96,14,0,,Southampton,18-Jun-21,57.4,93.6,16.2,"Rain, Partially cloudy",Test,India
KS Williamson,25,-,25,26,96.15,2,1,,Sharjah,26-Oct-21,85.4,56.6,12.5,Clear,T20I,Pakistan
KS Williamson,33*,-,33,31,106.45,3,0,,Dubai (DSC),31-Oct-21,N/A,N/A,N/A,N/A,T20I,India
KS Williamson,0,-,0,4,0,0,0,,Dubai (DSC),3-Nov-21,N/A,N/A,N/A,N/A,T20I,Scotland
KS Williamson,28,-,28,25,112,2,1,,Sharjah,5-Nov-21,81.8,64.8,12.1,Clear,T20I,Namibia
KS Williamson,40*,-,40,42,95.23,3,0,,Abu Dhabi,7-Nov-21,82.6,46.8,9.4,Clear,T20I,Afghanistan
KS Williamson,5,-,5,11,45.45,0,0,,Abu Dhabi,10-Nov-21,81.5,55.6,11.8,Clear,T20I,England
KS Williamson,85,-,85,48,177.08,10,3,,Dubai (DSC),14-Nov-21,N/A,N/A,N/A,N/A,T20I,Australia
KS Williamson,18,24,42,176,23.86,5,0,,Kanpur,25-Nov-21,64.8,75.8,4.7,Clear,Test,India
KS Williamson,2,15,17,56,30.35,2,0,,Lord's,2-Jun-22,41.8,85,13.8,Partially cloudy,Test,England
KS Williamson,31,48,79,179,44.13,13,0,,Leeds,23-Jun-22,64.3,68.4,14.2,"Rain, Partially cloudy",Test,England
KS Williamson,47,-,47,33,142.42,4,2,,Kingston,10-Aug-22,85,73.1,24.2,"Rain, Partially cloudy",T20I,West Indies
KS Williamson,4,-,4,2,200,1,0,,Kingston,12-Aug-22,85,71.2,25.3,"Rain, Partially cloudy",T20I,West Indies
KS Williamson,24,-,24,27,88.88,2,0,,Kingston,14-Aug-22,84.5,70.9,19.7,Partially cloudy,T20I,West Indies
KS Williamson,34,-,34,50,68,4,0,,Bridgetown,17-Aug-22,82.8,72.6,27.1,Partially cloudy,ODI,West Indies
KS Williamson,45,-,45,71,63.38,3,1,,Cairns,6-Sep-22,73.5,72.6,13.5,Partially cloudy,ODI,Australia
KS Williamson,17,-,17,58,29.31,1,0,,Cairns,8-Sep-22,75.1,72.7,10.3,Partially cloudy,ODI,Australia
KS Williamson,27,-,27,56,48.21,1,0,,Cairns,11-Sep-22,77.5,73.2,11.9,Partially cloudy,ODI,Australia
KS Williamson,31,-,31,30,103.33,1,0,,Christchurch,8-Oct-22,46.8,81.6,18,Clear,T20I,Pakistan
KS Williamson,30,-,30,29,103.44,1,0,,Christchurch,9-Oct-22,52.4,63.1,15.3,Rain,T20I,Bangladesh
KS Williamson,9*,-,9,9,100,0,0,,Christchurch,11-Oct-22,56.8,58.8,20.6,Partially cloudy,T20I,Pakistan
KS Williamson,59,-,59,38,155.26,4,2,,Christchurch,14-Oct-22,46.9,76.7,19.6,Partially cloudy,T20I,Pakistan
KS Williamson,23,-,23,23,100,1,1,,Sydney,22-Oct-22,67.9,87.6,18.7,Overcast,T20I,Australia
KS Williamson,8,-,8,13,61.53,1,0,,Sydney,29-Oct-22,68.8,40.1,15.7,Clear,T20I,Sri Lanka
KS Williamson,40,-,40,40,100,3,0,,Brisbane,1-Nov-22,72,70.5,9.6,"Rain, Partially cloudy",T20I,England
KS Williamson,61,-,61,35,174.28,5,3,,Adelaide,4-Nov-22,55,70.3,12.6,Clear,T20I,Ireland
KS Williamson,46,-,46,42,109.52,1,1,,Sydney,9-Nov-22,66.3,69.3,15.7,Partially cloudy,T20I,Pakistan
KS Williamson,61,-,61,52,117.3,4,2,,Mount Maunganui,20-Nov-22,64.2,85.7,20.8,"Rain, Partially cloudy",T20I,India
KS Williamson,94*,-,94,98,95.91,7,1,,Auckland,25-Nov-22,61,65.9,25.9,"Rain, Partially cloudy",ODI,India
KS Williamson,TDNB,-,-,-,-,-,-,,Hamilton,27-Nov-22,41.8,80.1,7.4,"Rain, Partially cloudy",ODI,India
KS Williamson,0*,-,0,3,0,0,0,,Christchurch,30-Nov-22,60.4,70.3,23.3,Partially cloudy,ODI,India
KS Williamson,200*,DNB,200,395,50.63,21,1,,Karachi,26-Dec-22,64.5,47.3,17.2,Clear,Test,Pakistan
KS Williamson,36,41,77,198,38.88,11,0,,Karachi,2-Jan-23,65.4,44.3,11.4,Partially cloudy,Test,Pakistan
KS Williamson,26,-,26,39,66.66,3,0,,Karachi,9-Jan-23,65.8,54.9,9.2,Clear,ODI,Pakistan
KS Williamson,85,-,85,100,85,10,0,,Karachi,11-Jan-23,70.3,69.7,21.9,Partially cloudy,ODI,Pakistan
KS Williamson,53,-,53,68,77.94,2,0,,Karachi,13-Jan-23,61.1,10.9,19.7,Clear,ODI,Pakistan
KS Williamson,6,0,6,26,23.07,1,0,,Mount Maunganui,16-Feb-23,66.6,77.2,18.3,Partially cloudy,Test,England
KS Williamson,4,132,136,287,47.38,12,0,,Wellington,24-Feb-23,58.9,75.6,24.1,"Rain, Partially cloudy",Test,England
KS Williamson,1,121*,122,205,59.51,11,1,,Christchurch,9-Mar-23,66.3,71.8,16.3,"Rain, Partially cloudy",Test,Sri Lanka
KS Williamson,215,-,215,296,72.63,23,2,,Wellington,17-Mar-23,67.3,82.1,33.3,"Rain, Partially cloudy",Test,Sri Lanka
KS Williamson,78*,-,78,107,72.89,8,1,,Chennai,13-Oct-23,84.1,80.6,11.4,Partially cloudy,ODI,Bangladesh
KS Williamson,95,-,95,79,120.25,10,2,,Bengaluru,4-Nov-23,75.7,83.6,18.1,"Rain, Partially cloudy",ODI,Pakistan
V Kohli,12,-,12,22,54.54,1,0,,Dambulla,18-Aug-08,81.2,75.3,4.1,Partially cloudy,ODI,Sri Lanka
V Kohli,37,-,37,67,55.22,6,0,,Dambulla,20-Aug-08,82,74.5,4.3,Partially cloudy,ODI,Sri Lanka
V Kohli,25,-,25,38,65.78,4,0,,Colombo (RPS),24-Aug-08,,,,,ODI,Sri Lanka
V Kohli,54,-,54,66,81.81,7,0,,Colombo (RPS),27-Aug-08,68.1,64.1,9.2,Clear,ODI,Sri Lanka
V Kohli,31,-,31,46,67.39,3,1,,Colombo (RPS),29-Aug-08,43.8,77.4,16.1,Partially cloudy,ODI,Sri Lanka
V Kohli,2*,-,2,2,100,0,0,,Colombo (RPS),14-Sep-09,,,,,ODI,Sri Lanka
V Kohli,16,-,16,24,66.66,1,0,,Centurion,26-Sep-09,64.7,73.9,5.8,Partially cloudy,ODI,Pakistan
V Kohli,TDNB,-,-,-,-,-,-,,Centurion,28-Sep-09,51.5,66.3,16.1,"Rain, Partially cloudy",ODI,Australia
V Kohli,79*,-,79,104,75.96,9,2,,Johannesburg,30-Sep-09,57.5,71.6,6.5,Partially cloudy,ODI,West Indies
V Kohli,30,-,30,41,73.17,3,0,,Vadodara,25-Oct-09,,,,,ODI,Australia
V Kohli,10,-,10,16,62.5,1,0,,Mohali,2-Nov-09,71.7,76.5,3.4,Clear,ODI,Australia
V Kohli,27,-,27,19,142.1,4,0,,Rajkot,15-Dec-09,74.2,47.4,6.9,Clear,ODI,Sri Lanka
V Kohli,54,-,54,65,83.07,7,0,,Nagpur,18-Dec-09,69.7,81.4,5.8,Partially cloudy,ODI,Sri Lanka
V Kohli,107,-,107,114,93.85,11,1,,Eden Gardens,24-Dec-09,82.9,66.6,7,Partially cloudy,ODI,Sri Lanka
V Kohli,TDNB,-,-,-,-,-,-,,Delhi,27-Dec-09,55.3,69.3,5.8,Clear,ODI,Sri Lanka
V Kohli,9,-,9,12,75,1,0,,Mirpur,5-Jan-10,59,72.8,9.2,Clear,ODI,Sri Lanka
V Kohli,91,-,91,102,89.21,7,0,,Mirpur,7-Jan-10,60.8,72.8,10.5,Clear,ODI,Bangladesh
V Kohli,71*,-,71,68,104.41,9,0,,Mirpur,10-Jan-10,60.6,63.4,9.4,Partially cloudy,ODI,Sri Lanka
V Kohli,102*,-,102,95,107.36,11,0,,Mirpur,11-Jan-10,60.4,59.3,10.1,Partially cloudy,ODI,Bangladesh
V Kohli,2,-,2,8,25,0,0,,Mirpur,13-Jan-10,60.9,61.6,6.9,Partially cloudy,ODI,Sri Lanka
V Kohli,31,-,31,46,67.39,1,0,,Jaipur,21-Feb-10,71.4,33.3,8.1,Partially cloudy,ODI,South Africa
V Kohli,DNB,-,-,-,-,-,-,,Gwalior,24-Feb-10,70.4,54.7,6.5,Clear,ODI,South Africa
V Kohli,57,-,57,71,80.28,4,1,,Ahmedabad,27-Feb-10,78.8,36.1,9.2,Clear,ODI,South Africa
V Kohli,0,-,0,0,-,0,0,,Bulawayo,28-May-10,64.4,47.2,13.9,"Rain, Partially cloudy",ODI,Zimbabwe
V Kohli,82,-,82,92,89.13,4,0,,Bulawayo,30-May-10,59,81.7,17.9,"Rain, Partially cloudy",ODI,Sri Lanka
V Kohli,18,-,18,29,62.06,1,0,,Harare,3-Jun-10,53.9,61.1,12.8,Clear,ODI,Zimbabwe
V Kohli,68,-,68,95,71.57,5,0,,Harare,5-Jun-10,56.3,54.1,9.6,Clear,ODI,Sri Lanka
V Kohli,26*,-,26,21,123.8,3,1,,Harare,12-Jun-10,60.5,72.4,12.8,"Rain, Partially cloudy",T20I,Zimbabwe
V Kohli,DNB,-,-,-,-,-,-,,Harare,13-Jun-10,61.7,65.9,20.1,"Rain, Partially cloudy",T20I,Zimbabwe
V Kohli,11,-,11,22,50,0,0,,Dambulla,16-Jun-10,78.6,84.8,8.1,"Rain, Partially cloudy",ODI,Bangladesh
V Kohli,18,-,18,27,66.66,1,0,,Dambulla,19-Jun-10,79,81.5,12.8,"Rain, Partially cloudy",ODI,Pakistan
V Kohli,10,-,10,14,71.42,1,0,,Dambulla,22-Jun-10,79.2,82.9,19.9,"Rain, Partially cloudy",ODI,Sri Lanka
V Kohli,28,-,28,34,82.35,4,0,,Dambulla,24-Jun-10,78.5,82,20.4,"Rain, Partially cloudy",ODI,Sri Lanka
V Kohli,0,-,0,3,0,0,0,,Dambulla,16-Aug-10,77.3,83,21.3,"Rain, Partially cloudy",ODI,Sri Lanka
V Kohli,8,-,8,16,50,1,0,,Dambulla,25-Aug-10,76.9,83.8,21.7,"Rain, Partially cloudy",ODI,New Zealand
V Kohli,37,-,37,57,64.91,5,0,,Dambulla,28-Aug-10,77.4,84.6,17.9,"Rain, Partially cloudy",ODI,Sri Lanka
V Kohli,118,-,118,121,97.52,11,1,,Visakhapatnam,20-Oct-10,83,80.8,10.1,Partially cloudy,ODI,Australia
V Kohli,105,-,105,104,100.96,10,0,,Guwahati,28-Nov-10,64,88.8,5.8,Partially cloudy,ODI,New Zealand
V Kohli,64,-,64,73,87.67,8,0,,Jaipur,1-Dec-10,61.5,54.4,9.2,Clear,ODI,New Zealand
V Kohli,63*,-,63,70,90,6,2,,Vadodara,4-Dec-10,73.7,75,6.7,Clear,ODI,New Zealand
V Kohli,0,-,0,2,0,0,0,,Bengaluru,7-Dec-10,67.6,83.5,8.1,"Rain, Overcast",ODI,New Zealand
V Kohli,2,-,2,8,25,0,0,,Chennai,10-Dec-10,79.1,92.4,8.1,Partially cloudy,ODI,New Zealand
V Kohli,28,-,28,19,147.36,5,0,,Durban,9-Jan-11,76.4,86.4,13.9,Partially cloudy,T20I,South Africa
V Kohli,54,-,54,70,77.14,2,1,,Durban,12-Jan-11,73.9,81.5,13.9,"Rain, Partially cloudy",ODI,South Africa
V Kohli,22,-,22,34,64.7,1,0,,Johannesburg,15-Jan-11,68.1,74.4,8.8,"Rain, Partially cloudy",ODI,South Africa
V Kohli,28,-,28,41,68.29,5,0,,Cape Town,18-Jan-11,70.8,72.5,21.7,Clear,ODI,South Africa
